0,10000001,0,5,99999.0
0,9999999,1,5,100001.0
0,10000002,0,5,99998.0
0,9999998,1,5,100002.0
0,10000003,0,5,99997.0
0,9999997,1,5,100003.0
0,10000004,0,5,99996.0
0,9999996,1,5,100004.0
0,10000005,0,5,99995.0
0,9999995,1,5,100005.0
0,10000006,0,5,99994.0
0,9999994,1,5,100006.0
0,10000007,0,5,99993.0
0,9999993,1,5,100007.0
0,10000008,0,5,99992.0
0,9999992,1,5,100008.0
0,10000009,0,5,99991.0
0,9999991,1,5,100009.0
0,10000010,0,5,99990.0
0,9999990,1,5,100010.0
0,10000011,0,5,99989.0
0,9999989,1,5,100011.0
0,10000012,0,5,99988.0
0,9999988,1,5,100012.0
0,10000013,0,5,99987.0
0,9999987,1,5,100013.0
0,10000014,0,5,99986.0
0,9999986,1,5,100014.0
0,10000015,0,5,99985.0
0,9999985,1,5,100015.0
0,10000016,0,5,99984.0
0,9999984,1,5,100016.0
0,10000017,0,5,99983.0
0,9999983,1,5,100017.0
0,10000018,0,5,99982.0
0,9999982,1,5,100018.0
0,10000019,0,5,99981.0
0,9999981,1,5,100019.0
0,10000020,0,5,99980.0
0,9999980,1,5,100020.0
0,10000021,0,5,99979.0
0,9999979,1,5,100021.0
0,10000022,0,5,99978.0
0,9999978,1,5,100022.0
0,10000023,0,5,99977.0
0,9999977,1,5,100023.0
0,10000024,0,5,99976.0
0,9999976,1,5,100024.0
0,10000025,0,5,99975.0
0,9999975,1,5,100025.0
0,10000026,0,5,99974.0
0,9999974,1,5,100026.0
0,10000027,0,5,99973.0
0,9999973,1,5,100027.0
0,10000028,0,5,99972.0
0,9999972,1,5,100028.0
0,10000029,0,5,99971.0
0,9999971,1,5,100029.0
0,10000030,0,5,99970.0
0,9999970,1,5,100030.0
0,10000031,0,5,99969.0
0,9999969,1,5,100031.0
0,10000032,0,5,99968.0
0,9999968,1,5,100032.0
0,10000033,0,5,99967.0
0,9999967,1,5,100033.0
0,10000034,0,5,99966.0
0,9999966,1,5,100034.0
0,10000035,0,5,99965.0
0,9999965,1,5,100035.0
0,10000036,0,5,99964.0
0,9999964,1,5,100036.0
0,10000037,0,5,99963.0
0,9999963,1,5,100037.0
0,10000038,0,5,99962.0
0,9999962,1,5,100038.0
0,10000039,0,5,99961.0
0,9999961,1,5,100039.0
