0,10000001,0,5,500
0,9999999,1,6,500
0,10000002,0,7,500
0,9999998,1,8,500
0,10000003,0,9,500
0,9999997,1,10,500
0,10000004,0,11,500
0,9999996,1,12,500
0,10000005,0,13,500
0,9999995,1,14,500
0,10000006,0,15,500
0,9999994,1,16,500
0,10000007,0,17,500
0,9999993,1,18,500
0,10000008,0,19,500
0,9999992,1,20,500
0,10000009,0,21,500
0,9999991,1,22,500
0,10000010,0,23,500
0,9999990,1,24,500
0,10000011,0,25,500
0,9999989,1,26,500
0,10000012,0,27,500
0,9999988,1,28,500
0,10000013,0,29,500
0,9999987,1,30,500
0,10000014,0,31,500
0,9999986,1,32,500
0,10000015,0,33,500
0,9999985,1,34,500
0,10000016,0,35,500
0,9999984,1,36,500
0,10000017,0,37,500
0,9999983,1,38,500
0,10000018,0,39,500
0,9999982,1,40,500
0,10000019,0,41,500
0,9999981,1,42,500
0,10000020,0,43,500
0,9999980,1,44,500
0,10000021,0,45,500
0,9999979,1,46,500
0,10000022,0,47,500
0,9999978,1,48,500
0,10000023,0,49,500
0,9999977,1,50,500
0,10000024,0,51,500
0,9999976,1,52,500
0,10000025,0,53,500
0,9999975,1,54,500
0,10000026,0,55,500
0,9999974,1,56,500
0,10000027,0,57,500
0,9999973,1,58,500
0,10000028,0,59,500
0,9999972,1,60,500
0,10000029,0,61,500
0,9999971,1,62,500
0,10000030,0,63,500
0,9999970,1,64,500
0,10000031,0,65,500
0,9999969,1,66,500
0,10000032,0,67,500
0,9999968,1,68,500
0,10000033,0,69,500
0,9999967,1,70,500
0,10000034,0,71,500
0,9999966,1,72,500
0,10000035,0,73,500
0,9999965,1,74,500
0,10000036,0,75,500
0,9999964,1,76,500
0,10000037,0,77,500
0,9999963,1,78,500
0,10000038,0,79,500
0,9999962,1,80,500
0,10000039,0,81,500
0,9999961,1,82,500
0,10000040,0,83,500
0,9999960,1,84,500
0,10000041,0,85,500
0,9999959,1,86,500
0,10000042,0,87,500
0,9999958,1,88,500
0,10000043,0,89,500
0,9999957,1,90,500
0,10000044,0,91,500
0,9999956,1,92,500
0,10000045,0,93,500
0,9999955,1,94,500
0,10000046,0,95,500
0,9999954,1,96,500
0,10000047,0,97,500
0,9999953,1,98,500
0,10000048,0,99,500
0,9999952,1,100,500
0,10000049,0,101,500
0,9999951,1,102,500
0,10000050,0,103,500
0,9999950,1,104,500
0,10000051,0,105,500
0,9999949,1,106,500
0,10000052,0,107,500
0,9999948,1,108,500
0,10000053,0,109,500
0,9999947,1,110,500
0,10000054,0,111,500
0,9999946,1,112,500
0,10000055,0,113,500
0,9999945,1,114,500
0,10000056,0,115,500
0,9999944,1,116,500
0,10000057,0,117,500
0,9999943,1,118,500
0,10000058,0,119,500
0,9999942,1,120,500
0,10000059,0,121,500
0,9999941,1,122,500
0,10000060,0,123,500
0,9999940,1,124,500
0,10000061,0,125,500
0,9999939,1,126,500
0,10000062,0,127,500
0,9999938,1,128,500
0,10000063,0,129,500
0,9999937,1,130,500
0,10000064,0,131,500
0,9999936,1,132,500
0,10000065,0,133,500
0,9999935,1,134,500
0,10000066,0,135,500
0,9999934,1,136,500
0,10000067,0,137,500
0,9999933,1,138,500
0,10000068,0,139,500
0,9999932,1,140,500
0,10000069,0,141,500
0,9999931,1,142,500
0,10000070,0,143,500
0,9999930,1,144,500
0,10000071,0,145,500
0,9999929,1,146,500
0,10000072,0,147,500
0,9999928,1,148,500
0,10000073,0,149,500
0,9999927,1,150,500
0,10000074,0,151,500
0,9999926,1,152,500
0,10000075,0,153,500
0,9999925,1,154,500
0,10000076,0,155,500
0,9999924,1,156,500
0,10000077,0,157,500
0,9999923,1,158,500
0,10000078,0,159,500
0,9999922,1,160,500
0,10000079,0,161,500
0,9999921,1,162,500
0,10000080,0,163,500
0,9999920,1,164,500
0,10000081,0,165,500
0,9999919,1,166,500
0,10000082,0,167,500
0,9999918,1,168,500
0,10000083,0,169,500
0,9999917,1,170,500
0,10000084,0,171,500
0,9999916,1,172,500
0,10000085,0,173,500
0,9999915,1,174,500
0,10000086,0,175,500
0,9999914,1,176,500
0,10000087,0,177,500
0,9999913,1,178,500
0,10000088,0,179,500
0,9999912,1,180,500
0,10000089,0,181,500
0,9999911,1,182,500
0,10000090,0,183,500
0,9999910,1,184,500
0,10000091,0,185,500
0,9999909,1,186,500
0,10000092,0,187,500
0,9999908,1,188,500
0,10000093,0,189,500
0,9999907,1,190,500
0,10000094,0,191,500
0,9999906,1,192,500
0,10000095,0,193,500
0,9999905,1,194,500
0,10000096,0,195,500
0,9999904,1,196,500
0,10000097,0,197,500
0,9999903,1,198,500
0,10000098,0,199,500
0,9999902,1,200,500
0,10000099,0,201,500
0,9999901,1,202,500
0,10000100,0,203,500
0,9999900,1,204,500
0,10000101,0,205,500
0,9999899,1,206,500
0,10000102,0,207,500
0,9999898,1,208,500
0,10000103,0,209,500
0,9999897,1,210,500
0,10000104,0,211,500
0,9999896,1,212,500
0,10000105,0,213,500
0,9999895,1,214,500
0,10000106,0,215,500
0,9999894,1,216,500
0,10000107,0,217,500
0,9999893,1,218,500
0,10000108,0,219,500
0,9999892,1,220,500
0,10000109,0,221,500
0,9999891,1,222,500
0,10000110,0,223,500
0,9999890,1,224,500
0,10000111,0,225,500
0,9999889,1,226,500
0,10000112,0,227,500
0,9999888,1,228,500
0,10000113,0,229,500
0,9999887,1,230,500
0,10000114,0,231,500
0,9999886,1,232,500
0,10000115,0,233,500
0,9999885,1,234,500
0,10000116,0,235,500
0,9999884,1,236,500
0,10000117,0,237,500
0,9999883,1,238,500
0,10000118,0,239,500
0,9999882,1,240,500
0,10000119,0,241,500
0,9999881,1,242,500
0,10000120,0,243,500
0,9999880,1,244,500
0,10000121,0,245,500
0,9999879,1,246,500
0,10000122,0,247,500
0,9999878,1,248,500
0,10000123,0,249,500
0,9999877,1,250,500
0,10000124,0,251,500
0,9999876,1,252,500
0,10000125,0,253,500
0,9999875,1,254,500
0,10000126,0,255,500
0,9999874,1,256,500
0,10000127,0,257,500
0,9999873,1,258,500
0,10000128,0,259,500
0,9999872,1,260,500
0,10000129,0,261,500
0,9999871,1,262,500
0,10000130,0,263,500
0,9999870,1,264,500
0,10000131,0,265,500
0,9999869,1,266,500
0,10000132,0,267,500
0,9999868,1,268,500
0,10000133,0,269,500
0,9999867,1,270,500
0,10000134,0,271,500
0,9999866,1,272,500
0,10000135,0,273,500
0,9999865,1,274,500
0,10000136,0,275,500
0,9999864,1,276,500
0,10000137,0,277,500
0,9999863,1,278,500
0,10000138,0,279,500
0,9999862,1,280,500
0,10000139,0,281,500
0,9999861,1,282,500
0,10000140,0,283,500
0,9999860,1,284,500
0,10000141,0,285,500
0,9999859,1,286,500
0,10000142,0,287,500
0,9999858,1,288,500
0,10000143,0,289,500
0,9999857,1,290,500
0,10000144,0,291,500
0,9999856,1,292,500
0,10000145,0,293,500
0,9999855,1,294,500
0,10000146,0,295,500
0,9999854,1,296,500
0,10000147,0,297,500
0,9999853,1,298,500
0,10000148,0,299,500
0,9999852,1,300,500
0,10000149,0,301,500
0,9999851,1,302,500
0,10000150,0,303,500
0,9999850,1,304,500
0,10000151,0,305,500
0,9999849,1,306,500
0,10000152,0,307,500
0,9999848,1,308,500
